id,article,summary,cnnbart_summary
027a99a889b38fdb935cd14c204a5fca8a329bc1,london england cnn       up to 1000 human rights campaigners demonstrated saturday in front of no 10 downing street the official residence of british prime minister gordon brown calling on the british government to demand that full democracy be restored in pakistan jemima khan center exwife for former pakistani cricket star imran khan joins protesters in london protesters waved placards and chanted in support of the resignation of pakistani president pervez musharraf a week after he imposed a state of emergency in the country the crowd of demonstrators massed behind barriers and included jemima khan the exwife of former pakistani cricket star turned politician imran khan the demonstrators carried placards saying free the innocent and end musharrafs regime and waved pakistani flags imran khan who heads the the movement for justice party has been under house arrest since the emergency declaration his exwife delivered a petition to a doorman at downing street calling on britain to use its influence to ensure that all institutions are in place well in advance of pakistani elections originally scheduled for early next year the petition also demands that pakistan restore democracy and the judiciary and calls on musharraf to release all political prisoners including lawyers journalists and opposition politicians email to a friend ,"human rights campaigners demonstrate in front of no 10 downing street 
protests urged uk government to demand full democracy restored in pakistan 
cricketer turned politician imran khans ex wife jemima among protesters ",Up to 1000 human rights campaigners demonstrate in London calling on the british government to demand that full democracy be restored in pakistan. Protesters waved placards and chanted in support of the resignation of pakistani president pervez musharraf a week after he imposed a state of emergency in the country. The crowd of demonstrators massed behind barriers and included jemima khan the exwife of former pak Pakistani cricket star turned politician imran khan.
c7c83a9ee902e568a55898c616f20181952ce057,atlanta georgia cnn  after his weekend arrest on gun charges rapper ti will remain in custody until a bond hearing friday a federal magistrate said monday ti whose real name is clifford harris was arrested without incident in midtown atlanta the entertainer whose real name is clifford harris was arrested saturday just hours before he was scheduled to perform at the bet hip hop awards the small court room of magistrate judge alan baverman was packed with family supporters and media but even more people including the rappers mother were turned away because of the overcrowding harris 27 was arrested in a federal sting after his bodyguardturnedinformant delivered three machine guns and two silencers to the hiphop star according to a justice department statement  watch a search of the rappers home   he was held in federal custody over the weekend authorities said that harris provided the bodyguard 12000 to buy the weapons which harris is not allowed to own because he is a convicted felon court documents said harris was convicted on felony drug charges in 1998 and a federal affidavit said he has been arrested on gun charges in the past however one of his attorneys dwight thomas said he was not aware harris was a convicted felon and that a number of people live in harris suburban atlanta home thomas added there were two sides to every story  sometimes three and he was confident the legal system would work in harris favor the entertainer was taken into custody about 230 pm saturday in atlanta where the bet award show was taped harris the shows top nominee was up for nine awards including cd of the year and lyricist of the year he also was scheduled to perform along with fellow rap stars common nelly and kanye west harris won two awards the show went on without the selfproclaimed king of the south whose car and home in the atlanta suburb of college park were searched after his arrest authorities said they found three more firearms in the car in which harris drove to pick up the machine guns and silencers including one loaded gun tucked between the drivers seat where harris had been sitting and the center console at his home authorities found six other guns five of them loaded in his bedroom closet machine guns pose a serious danger to the community which is why they are so carefully regulated said david nahmias us attorney for the northern district of georgia the last place machine guns should be is in the hands of a convicted felon who cannot legally possess any kind of firearm this convicted felon allegedly was trying to add several machine guns to an already large and entirely illegal arsenal of guns the sting came after harris bodyguard was arrested purchasing the machine guns and silencers from an undercover bureau of alcohol tobacco firearms and explosives agent wednesday according to the justice department statement the bodyguard then agreed to cooperate with the atf the statement said the guns were not registered on the national firearms registration and transfer record as required by law the bodyguard  who has worked for harris since july  told authorities he had bought about nine guns for the rap star in the past the statement said on wednesday authorities said harris arranged for the bodyguard to pick up 12000 in cash from a bank to buy the guns after his arrest the bodyguard made phone calls to harris which authorities recorded the statement said harris was supposed to meet the bodyguard in a shopping center parking lot in midtown atlanta to pick up the guns authorities arrested harris there without incident the justice department statement said court documents in the case show harris was convicted on felony drug charges in cobb county georgia in 1998 and sentenced to seven years probation harris has additional arrests and at least one probation violation for unlawfully possessing firearms according to an affidavit harris music is built around the drug culture and is known as trap musik the name of harris second album a trap is southern slang for a drug house harris soon will appear in the movie american gangster starring denzel washington and russell crowe the film is set to open november 2 email to a friend  cnns mike phelan and catherine callaway contributed to this report,"new ti to remain in custody until friday when theres a bond hearing 
rapper was arrested saturday on weapons charges 
ti won two awards at bet awards show saturday night ",Rapper ti will remain in custody until a bond hearing friday a federal magistrate said monday ti whose real name is clifford harris was arrested without incident in midtown atlanta over the weekend. The rapper was arrested in a federal sting after his bodyguardturnedinformant delivered three machine guns and two silencers to the hiphop star. Authorities said that harris provided the bodyguard 12000 to buy the weapons which harris is not allowed to own because he
7bff6a60ff0b62855bd28562bb820233c0c940e0,washington cnn  three chinese nationals accused of importing thousands of counterfeit luxury handbags in the united states have been arrested in the past two days federal authorities announced thursday shoppers sort through counterfeit brand name luxury bags and wallets on a hong kong street this was a sophisticated criminal conspiracy that trafficked millions of dollars of counterfeit goods from china profiting off the backs of legitimate companies and their hardworking employees said assistant attorney general alice fisher authorities call it one of the largest counterfeit operations ever discovered involving about 300000 bags and wallets with names like burberry gucci and coach for customers who bought the knockoffs it seemed like a deal they paid a total of about 16 million for what would have been more than 100 million in handbags purses and wallets in legitimate retail sales the alleged leaders of the counterfeit operations are three chinese citizens living in new york chong lam 49 and joyce chan 39 were arrested there wednesday eric yuen 39 was arrested thursday in las vegas nevada immigration and customs enforcement agents who made the arrests began investigating the alleged scheme five years ago after raids turned up counterfeit goods the indictment was secretly returned in richmond virginia in october the charges were unsealed when the alleged conspirators were taken into custody authorities seized and froze 29 bank accounts and three new york properties the chinese defendants will be taken to richmond where they will be arraigned at a later date officials said email to a friend ,"authorities call it one of the largest counterfeit operations ever discovered 
official scheme profited off the backs of legitimate companies
counterfeit operation allegedly involved 300000 highend bags and wallets 
the alleged leaders are three chinese citizens living in new york ","Three chinese nationals accused of importing thousands of counterfeit luxury handbags in the united states have been arrested in the past two days. Authorities call it one of the largest counterfeit operations ever discovered involving about 300,000 bags and wallets with names like burberry gucci and coach for customers who bought the knockoffs."
5ba5e49e25610f42416b2e7ba76d7496acab0f78,washington cnn  national hurricane center director bill proenza left his position monday just days after nearly half of the nhc staff signed a petition calling for his ouster hurricane center bill proenza left his job as director monday proenza is still employed by the national oceanic and atmospheric administration  a parent organization of the nhc   but he is currently on leave said noaa spokesman anson franklin deputy director ed rappaport has been temporarily placed in charge proenza 62 became the director in january after the retirement of max mayfield proenza caused an uproar last month with comments about a key hurricane satellite called quikscat the satellite is five years beyond its life expectancy and operating on a backup transmitter proenza said if it were to fail forecast tracks could be thrown off by as much as 16 percent he said washington reprimanded him for the remarks they wanted me to be quiet about it but one of the centers longtime forecasters said proenzas comments were misguided quikscat is another tool that we use to forecast lixion avila said the forecast will not be degraded if we dont have the quikscat last week the commerce department launched an unscheduled review of the hurricane center after word of the staffs dissatisfaction started to become public his staffers on thursday issued a petition calling for him to step down  watch how proenza lost the confidence of his staff   the petition said the centers effective functioning is at stake as the atlantic hurricane season heads toward its peak the undersigned staff  has concluded that the center needs a new director and with the heart of the hurricane season fast approaching urges the department of commerce to make this happen as quickly as possible said the petition which was signed by twentythree people including four of five senior hurricane specialists hurricane center staffers told cnns john zarella they were unhappy not only about his comments about the quikscat but also about the environment at the center  one characterized by closed doors and the public airing of dirty laundry proenza on friday told cnn he had contacted his superiors in washington about ways to move forward but added i am not going to resign proenza told cnn he did not think the staff should dictate the leadership through signing petitions proenza graduated from florida state university with a degree in meteorology he began his career in tropical meteorology in the mid1960s at nhc and as a meteorologist on the hurricane hunter aircraft according to his biography posted on the agencys web site he continued within the national weather service for more than 35 years receiving numerous performance commendations and awards including recognition from the nws employees organization as the nws manager of the year for his collaborative leadership the bio said email to a friend ,"national hurricane center director bill proenza has left his position 
nearly half of the nhc signed a petition calling for him to step down 
proenza came under fire for comments he made about the quikscat satellite 
staff unhappy with environment of closed doors public bickering ",National hurricane center director bill proenza left his position monday just days after nearly half of the nhc staff signed a petition calling for his ouster. proenza caused an uproar last month with comments about a key hurricane satellite called quikscat the satellite is five years beyond its life expectancy and operating on a backup transmitter. last week the commerce department launched an unscheduled review of the hurricane center.
0961a6a9fef7ad978ab866a57415578a49ba187f,dhaka bangladesh cnn   more than 1700 people have died in bangladesh after a devastating tropical cyclone ripped through the western coast of the country and the toll is expected to rise a government spokesman tells cnn families stand amid the wreckage caused by the cyclone friday in southern bangladesh brig gen qazi abedus samad director of operations for the countrys armed forces told cnn saturday the toll had reached 1723 and the figure is expected to rise as flood waters recede aid workers say they expect to find scores more bodies when remote villages are finally reached and the counting is done they face debrisblocked roads no electricity and almost nonexistent communications in addition to the dead another 15000 people have been injured thousands of people have been displaced and many are still missing cyclone sidr with sustained winds of at least 131 mph 210 kph made landfall thursday night along the western coast of bangladesh near the border with india unleashing floodwaters government spokesman fahim munaim told cnn by telephone that the government held an emergency cabinet meeting saturday to assess the disaster and discuss recovery issues he said the extent of the cyclones damage may be much worse because emergency relief had not been able to reach remote areas the government has identified the 12 worst districts  all of them located on the southern coast  out of the 23 affected by the cyclone munaim said  see victims pick up the pieces after the storm   the bangladeshi air force army and navy are working to provide shelter for the many people who have been displaced power is still out in much of the country but it is being restored  watch how the cyclone spawns a large relief effort   vince edwards national director of the relief agency world vision in bangladesh said the high wind speeds of cyclone sidr have laid waste to the allimportant rice crop and caused a huge loss of livestock he said 280000 families have been rendered homeless by the cyclone but many have been able to get shelter from family members world vision is deploying 135 staffers and 7000 volunteers to provide food shelter and other relief the group is appealing for 15 million in further funds to assist some 9300 families rebuild their homes in dhaka  about 200 miles north of the worsthit region  there were power outages massive traffic jams and spotty phone service cnns cal perry said from the city from an infrastructure perspective the country absolutely has been brought to its knees he said red crescent spokeswoman nabiha chowdhury told cnn that communication with her agencys teams who have arrived in the stricken area is spotty but they have resources with them to immediately help people with water purification which she said was a top priority those teams have cash with them to buy relief supplies from local wholesalers said chowdhury who said the latest number of people injured was 15000 with 1000 missing chowdhury said about 600000 people had fled adding that about 2 million people lived along the coast the un world food programme said it has enough highenergy biscuits to feed 400000 people for several days another humanitarian group save the children appealed for aid from the public many families have lost everything including their homes and their crops and they are struggling to survive said kelly stevenson save the childrens bangladesh director we are appealing to the us public to support our efforts to assist children and families affected by this disaster we remain very concerned about possible outbreaks of cholera and severe diarrhea due to the lack of access to clean water he said in a written statement the us department of state pledged friday pledging to work with the government and foreign donors to assist in relieving the effects of the disaster department spokesman sean mccormack said the us mission in bangladesh anticipating the storm prepositioned 16 zodiac boats water treatment systems water ambulances and food for a more rapid response us defense secretary robert gates was expected to approve plans to send up to three navy amphibious warships with up to 3500 marines to locations off the coast of bangladesh to assist in relief efforts email to a friend ,"more than 1700 people dead toll expected to rise official says 
15000 people are injured following thursdays tropical cyclone sidr 
un world food programme has food for 400000 people for three days 
power outages massive traffic jams and poor phone service in dhaka ",More than 1700 people have died in bangladesh after a devastating tropical cyclone ripped through the western coast of the country and the toll is expected to rise. aid workers say they expect to find scores more bodies when remote villages are finally reached and the counting is done they face debrisblocked roads no electricity and almost nonexistent communications. cyclone sidr with sustained winds of at least 131 mph 210 kph made landfall th Thursday night near the border with india unleashing floodwaters.
94148575d23050ffbedb00bddbd826d7137a4fe4,washington cnn  a man has been indicted on federal charges for allegedly displaying hangmans nooses from the back of a pickup truck during a civil rights march last year in jena louisiana a photo taken by ireporter casanova love shows a noose hanging from a pickup in alexandria louisiana jeremiah munsen 18 of grant parish repeatedly drove slowly past a group of marchers gathered at a bus depot in alexandria which is near jena as they awaited buses to return them to tennessee federal authorities said thursday as many as 20000 marchers had taken part in the huge protests in jena authorities there had been accused of injustice in the handling of racially charged cases including the hanging of nooses in a tree after a group of black high school students sat in an area where traditionally only white students sat the noose incident at jena was the beginning of months of racial tension that included the beating of a white student allegedly by six black classmates the black students were prosecuted but the three white students responsible for the nooses in the tree were not munsen and an unnamed conspirator had attached nooses to their pickup on september 20 and driven to alexandria specifically to threaten and intimidate the marchers the authorities said  view a series of photos of the truck   a juvenile passenger was apprehended with munsen according to the arresting officers report the juvenile told police he and his family are in the ku klux klan and that he had kkk tattooed on his chest the police report said he also said that he tied the nooses and that brass knuckles found in the truck belonged to him the report said this indictment accuses the defendant munsen of conduct that constitutes a federal civil rights conspiracy violation and a federal hate crime said us attorney donald washington washington and grace chung becker acting head of the justice departments civil rights division announced the indictment issued by a grand jury in shreveport louisiana a photograph of the truck was sent to cnn by ireporter casanova love 26 who said he is in the us military he was visiting his family in louisiana and said he witnessed the event love added if the police had not stepped in i fear what might have happened email to a friend ,"louisiana resident 18 faces federal hatecrime conspiracy charges 
driver allegedly taunted civil rights marchers with nooses on pickup truck 
marchers were protesting handling of several racially charged incidents ",A man has been indicted on federal charges for allegedly displaying hangmans nooses from the back of a pickup truck during a civil rights march last year in jena louisiana. jeremiah munsen 18 of grant parish repeatedly drove slowly past a group of marchers gathered at a bus depot in alexandria which is near jena as they awaited buses to return them to tennessee federal authorities said thursday as many as 20000 marchers had taken part in the
aaa346e0be1ef1b9c2ce152c859b30e364ea3bc0,cnn   rock group rem debuted a song from its upcoming album wednesday on cnns anderson cooper 360 program rem singer michael stipe says the band was honored to be involved with the planet in peril project the song until the day is done also will appear later this month in planet in peril a fourhour cnn documentary that looks at environmental crises around the world with planet in peril anderson cooper and his team have done an amazing job capturing global ecodevastation said rem singer michael stipe in a news release the images in the film are beautiful while at the same time heartbreaking and frightening we are honored to have our song included in this monumental project this isnt the first time rem has worked with cooper the band premiered its video bad day on the show in 2002 planet in peril executive producer charlie moore said the groups longstanding commitment to environmental causes made them a natural choice for the project  watch a trailer for planet in peril and hear until the day is done   moore said they contacted rem earlier this year to see if the group would be willing to write a song to go with the documentary and the band happened to be in the studio working on their upcoming album we were able to hear some of the stuff they were doing and this particular song fits perfectly for the project moore said he said the group their management and their record label were eager to be involved its sort of serendipitous that we were able to work something out with them moore said all the stars were lined up for this to happen they were in the studio they were working on a song that fit with the feeling that the pictures portray and they really match up very well and we like their music we like their work and are just thrilled that they wanted to be a part of it planet in peril features cnn anchor anderson cooper chief medical correspondent dr sanjay gupta and animal planet host and wildlife biologist jeff corwin the twopart documentary was filmed in 13 countries and focuses on the issues of climate change deforestation species loss and overpopulation cnn will air planet in peril on october 23 and 24 at 9 pm  et it also will be broadcast on cnn international in a message on the rems web site the group said it had finished recording songs for the new album which is scheduled to be released next year the band also is releasing a live cddvd on tuesday with 22tracks recorded at a 2005 concert in dublin ireland email to a friend ,"rem song until the day is done debuts on cnn 
song also to be used in documentary planet in peril
song will be on rems upcoming album 
band releasing live cddvd next week ", rock group rem debuted a song from its upcoming album wed Wednesday on cnns anderson cooper 360 program rem singer michael stipe says the band was honored to be involved with the planet in peril project. The song until the day is done also will appear later this month in planet in Danger a fourhour cnn documentary that looks at environmental crises around the world.
7604af04967436c4aaf0c7df8b09afcec82f5be0,el calaboz texas cnn   eloisa tamez said she isnt scared anymore just determined i am not backing down she said the us government wants to build a border fence like this one about 100 landowners are fighting it tamez owns three acres of land along the texasmexico border where the department of homeland security would like to build a border fence the property is a remnant of a 12000acre grant from spain to her family in 1767 before the united states even existed it is my history it is my heritage tamez said this week the justice department began legal action against landowners and municipalities who have refused to give government surveyors access to their land tamez expects she will be sued sometime soon but she is not intimidated asked how long she will fight she said as long as i have to michael chertoff the secretary of homeland security said the fence will not be stopped by opponents like tamez can we simply abandon an enterprise because it is a problem for a particular individual chertoff told cnn i dont think i can accept that  watch chertoff say its civic responsibility to give up land   chertoff believes a fence would curb the steady stream of illegal immigrants making their way across the border and lessen the flow of drugs he also argues it will increase the safety of border patrol agents who have faced increasing violence the government wants to build 700 miles of fence along the mexican border including 370 miles of it by the end of this year about 70 miles of fence is to be built in the rio grande valley by years end if the government gets its way the rio grande forms a natural barrier along this stretch of the border but in some places it is narrow enough to swim across on the banks of the river there is ample evidence that people do so piles of underwear lie discarded by swimmers after they make it across the swimmers change into dry clothes they have carried across in plastic bags then they disappear into the united states the border patrol has stepped up its efforts in the rio grande valley with more lights and sensors to pick up movement a levee built along the river has a muddy road on top used by border patrol vehicles to patrol the area richard cortez the mayor of the border town of mcallen texas believes hiring more border patrol agents deepening the rio grande and clearing its banks of tall vegetation would provide better border protection than the fence cortez calls the fence a multibilliondollar speed bump which will slow but not stop illegal immigration it is a false sense of security he said america will not be safe america will continue to waste resources on something that is not going to work cortez and other border mayors who oppose construction of the fence formed a group called the texas border coalition the coalition wrote to chertoff asking for further consultations on the fence but this week the department of homeland security turned them down while expressing support for open dialogue with residents and officials david pagan of us customs and border protection wrote in an email we do not plan to suspend work on the construction of fence in order to hold a series of additional consultation meetings cortez said his city is contemplating a court test of the law that mandated the construction of the border fence and so a battle is being waged by about 100 landowners those like eloisa tamez who are standing firm   i will not allow them to come and survey my land i have an americangiven right to protect my property she said email to a friend ,"government wants land for border fence landowners refuse 
secretary chertoff says he wont relent for a particular individual
eloisa tamez says her property has been in her family since 1767 
border town mayor calls the fence a multibilliondollar speed bump",The government wants to build 700 miles of fence along the mexican border including 370 miles of it by the end of this year. The rio grande forms a natural barrier along this stretch of the border but in some places it is narrow enough to swim across on the banks of the river. There is ample evidence that people do so piles of underwear lie discarded by swimmers.
1be68b94413120c0b2c7514ffd14b9cfc4413f90,tampa florida cnn  some christian congregations particularly in lower income urban areas are turning to an unlikely source for help  the church of scientology rev charles kennedy uses scientology founder l ron hubbards book during a friday night sermon scientologists do not worship god much less jesus christ the church has seen plenty of controversy and critics consider it a cult so why are observant christians embracing some of its teachings two pastors who spoke recently with cnn explained that when it comes to religion they still preach the core beliefs of christianity but when it comes to practicing what they preach in a modern world borrowing from scientology helps the rev charles kennedy of the glorious church of god in christ a pentecostal church in tampa florida and the rev james mclaughlin of the wayman chapel african methodist episcopal church in houston texas are among the theological hybrids  watch rev kennedy preach   they say they are not scared off by programs with ties to a church that critics say has aggressive recruiting secretive ways and rigid theology as men of god rooted in christian values they do not see scientology as a threat to their faith but rather as a tool to augment it scientology was founded in the 1950s by l ron hubbard a science fiction writer followers are taught that they are immortal spiritual beings called thetans although the church says there is a supreme being its practices do not include worshipping god im looking for solutions and the people that i help they dont ask me who l ron hubbard is said mclaughlin who works with addicts you know what they say thank god  critic rick ross a courtcertified scientology expert sees something more sinister at work he warned that mainstream acceptance makes it easier for the scientologists to achieve their ultimate goal  new recruits their hope is that through these programs people will become more interested in l ron hubbard what else mr hubbard had to offer and this will lead them eventually to scientology ross said the church has long been in the headlines for practices critics say are little more than cultlike mind control it is also known for its stable of devout celebrity followers and according to published reports scientology has been recently diversifying its outreach to include other religions and ethnic groups kennedy mclaughlin and a handful of other christian church leaders  no one can say how many  are finding answers to their communities needs in scientologys social programs for kennedy it began two years ago when he attended a meeting at the church of scientologys spiritual headquarters in clearwater florida he was introduced to a book called the way to happiness  hubbards 64page selfdescribed common sense guide to better living in the book which lays out ways to maintain a temperate lifestyle kennedy found a message he believed could help lift his predominantly lower income africanamerican congregation he said the books 21 principles help them with their struggle in an urban environment where there is too much crime and addiction and too little opportunity kennedy knew that before he could introduce any scientologyrelated text to his congregation he would have to prove that it did not contradict his christian beliefs and so he found scripture to match each of the 21 principles now kennedy uses the way to happiness as a howto supplement to his sermons he believes it is easier to understand and clearer to follow than ancient scriptures taken from the bible when asked whether scientologys values contradict the religion of jesus christ kennedy replies sometimes yes sometimes no but he says his congregation can relate to the way to happiness kennedy admits other pastors have criticized him but the disapproval is not enough to discourage him he insists that he has witnessed the changes the way to happiness has inspired in people he also maintains that the scientologists many of whom he calls friends are successful at outreach and getting desired results at kennedys c l kennedy center free tutoring based on hubbards study tech philosophies is provided to dozens of children and some adults kennedys daughter jimirra is one of the instructors she said study tech and the scientology orientation classes she attended helped her graduate from high school and become a poised woman though jimirra kennedy insists she does not ascribe to the religious side of scientology she still considers herself at least in part scientologist we say this all the time and i know my father says this but i am like a pentecostal scientologist thats what we are critics like ross are alarmed by such a blurring of the lines they consider it a marketing win for scientology in houston mclaughlin says he is not one to argue with success driven by a need to address the rampant drug problem in his community mclaughlin spent years searching for a solution before he discovered narconon scientologys nonprofit drug rehab center in 2001 mclaughlin trained at narconon and brought the techniques back to his community to launch first step faith step a program that combines hubbards methods with the teachings of christianity he claims a 70 to 80percent rehabilitation success rate kennedy and mclaughlin said they have never lost a member of their congregations to scientology i think that they truly believe that this may help their communities but in my opinion theyre nave ross said scientologists he added have their own agenda the church of scientology would not grant cnn an interview nor would its representatives answer questions about the hubbardbased programs  email to a friend ,"christian pastors borrow ideas from scientology to preach temperate lifestyle 
critics say scientology is a cult always looking for recruits 
pastor in houston texas claims 70 percent success rate with addicts ",Some christian congregations particularly in lower income urban areas are turning to an unlikely source for help  the church of scientology. Two pastors who spoke recently with cnn explained that when it comes to religion they still preach the core beliefs of christianity. They say they are not scared off by programs with ties to a church that critics say has aggressive recruiting secretive ways and rigid theology.
44fc3a2bc441a674f1ebdeabae73278977909db4,cnn  a car bomb attack in algeria has killed three people and wounded 23 the algerian press service reported an algerian policeman stands in front of destroyed buildings in thenia the attack occurred tuesday near an office housing judicial police in the city of thenia about 50 km 31 miles east of the capital of algiers the agency said the blast destroyed about 20 houses and a commission has been appointed to look after the victims the press agency said islamic extremists in algeria and other north african countries have struck several times in recent years an al qaeda affiliate claimed responsibility last year for the deadliest attack in algiers in 10 years a bombing that destroyed the prime ministers headquarters and a police base killing at least 24 people and wounding more than 220 al qaeda also took responsibility for a january 2 bombing that killed four and wounded 20 at a building housing security forces in naciria a city about 50 km 31 miles east of algiers email to a friend ,"attack occurred near an office housing judicial police in the city of thenia 
the blast destroyed about 20 houses 23 also injured 
al qaeda also took responsibility for a january 2 bombing that killed four ",A car bomb attack in algeria has killed three people and wounded 23. The attack occurred near an office housing judicial police in the city of thenia. The blast destroyed about 20 houses and a commission has been appointed to look after the victims. islamic extremists have struck several times in recent years.
fbb06b75e3963c5a810c9f73e4dc5382fbcb7405,sussex virginia cnn  suspended nfl quarterback michael vick must adhere to tightened restrictions after he tested positive for marijuana use a federal judge said wednesday suspended atlanta falcons quarterback michael vick tested positive for marijuana in a september 13 drug test vick tested positive for the drug on september 13 a court document from the eastern district of virginia shows as a result us district judge henry e hudson ordered vick to submit to any method of testing required by the pretrial services officer or the supervising officer for determining whether the defendant is using a prohibited substance those methods could include random drug testing a remote alcohol testing system andor any form of prohibited substance screening or testing the order said vick 27 must participate in substance abuse therapy and mental health counseling if deemed advisable by the pretrial services officer or supervising officer at his own expense the order said vick was also ordered to stay home between 10 pm and 6 am or as directed by the pretrial services officer or supervising officer the order said he is to be electronically monitored during that time the conditions are to apply until vicks sentencing which is set for december 10  read about the federal case against vick   this is a very difficult time for mr vick said billy martin vicks lead defense counsel in a written statement he will comply with the courts new conditions regarding release vick faces a possible prison term of 12 to 18 months after his august guilty plea to federal conspiracy charges related to dogfighting on his property in surry county virginia the original terms of the pretrial release set in july by us magistrate dennis w dohnal required that vick not use narcotic drugs or other controlled substances unless prescribed by a doctor vicks guilty plea in the federal case came after three associates  purnell peace 35 of virginia beach virginia quanis phillips 28 of atlanta georgia and tony taylor 34 of hampton virginia  admitted their roles in the operation and agreed to cooperate with prosecutors on tuesday a virginia grand jury indicted vick and the three codefendants on state charges of running a dogfighting ring at the home  see a timeline of the case against vick   the surry county grand jury brought two charges against vick one count of unlawfully torturing and killing dogs and one of promoting dogfights each is a felony charge that could result in a fiveyear prison term vick will be arraigned october 3 in state court in virginia vicks attorneys say they are fighting the state charges on the grounds that he cant be convicted twice of the same crime email to a friend  cnns eric fiegel contributed to this report,"vicks september 13 drug test shows marijuana use 
pretrial release conditions tightened must stay home from 10 pm to 6 am
virginia grand jury indicts vick and the three codefendants on state charges 
vick already faces up to 18 months in prison after federal plea deal ",sussex virginia cnn  suspended nfl quarterback michael vick must adhere to tightened restrictions after he tested positive for marijuana use. vick faces a possible prison term of 12 to 18 months after his august guilty plea to federal conspiracy charges related to dogfighting on his property in surry county virginia.
551839469c1133ef4697ed435c5de192e6076858,las vegas nevada cnn  former beatles paul mccartney and ringo starr clowned around and marveled at their bands amazing impact in an interview tuesday on cnns larry king live larry king left poses with lr paul mccartney yoko ono lennon olivia harrison and ringo starr tuesday in las vegas we were just kids from liverpool mccartney said and yes it is quite amazing because as time goes on it kind of becomes more and more of a phenomenon mccartney said the early beatles knew they were a good band and were pretty sure of themselves but starr said we thought wed be really big in liverpool i think the most exciting thing is that you know we expect people our age to know the music but actually a lot of kids know the music starr said and if anything is left we have left really good music and thats the important part not the moptops or whatever the pair appeared relaxed in sneakers and almost matching black suits and joked frequently  often at each others expense they were nothing starr said of his former bandmates and then i joined and then they got this record deal and look what happened no we were good mccartney retorted you wanted to join us you begged to join us i didnt beg starr said  watch paul and ringo talk about the beatles magic   mccartney and starr were in las vegas with yoko ono lennon and olivia harrison the widows of john lennon and george harrison to celebrate the anniversary of cirque du soleils love which uses the beatles music harrison said her husband was friends with cirque du soleil founder guy laliberte and came up with the idea before he died of cancer in 2001 george was around just long enough to transmit that to all of us harrison said ono said she wasnt sure at first what her husband would have thought about the project john lennon was shot near the couples new york apartment in 1980 now i really know that john would be very happy with this she said neither woman has remarried and they both said it was still sometimes difficult to deal with their losses we feel so strongly about our husbands that sometimes its hard for us isnt it ono said its hard you know harrison said i mean their presence is very powerful and very strong but the incredible thing about them is that they  everything they left the world and left us is uplifting and joyful the beatles music received a bit of a facelift for the show and has been remixed in 51 surround sound an album love came out last year paul and i went to listen to the music in 51 and we go whoa listen to that  starr said you know you can hear everything now things that we buried a lot its all very clear so its really great to hear it most historic stuff goes down with age you know mccartney added winston churchills old papers go brown and crinkly while our music gets brighter and shinier next year it will be 101 starr joked mccartneys latest solo album memorys almost full is no 3  on the album charts and starr is scheduled to release a greatest hits album in august email to a friend ,"paul mccartney ringo starr say their music sounds better 
the former beatles talk to cnns larry king 
widows of john lennon and george harrison also appeared 
harrison ono say their husbands still have strong presence ",Former beatles paul mccartney and ringo starr clowned around and marveled at their bands amazing impact in an interview t Tuesday on cnns larry king live. The pair appeared relaxed in sneakers and almost matching black suits and joked frequently  often at each others expense they were nothing starr said of his former bandmates and then i joined and then they got this record deal and look what happened no we were good.
386e149797954c4b5cd52bcad0beece29f7eb04a,cnn  three palestinians including two sick children have died recently while waiting for resettlement from iraq the un refugee agency said on friday unhcr goodwill ambassador angelina jolie visits the al waleed refugee camp in august about 2000 palestinian refugees are stranded in camps along the syrian border and face difficult living conditions including limited medical care the un high commissioner for refugees said the agency has appealed for the resettlement of vulnerable and sick children in al waleed refugee camp at the iraqisyrian border one of those who died in the camp was a 3yearold palestinian boy who was suffering from rickets and pneumonia he died a few days ago in a ramadi hospital and then was buried in al waleed the other was a 14yearold suffering from hodgkins disease who died in baghdad last week a 50yearold man who was waiting to be resettled died earlier this month in al waleed the agency says seven people including three children have died at the camp since refugees fleeing attackers began arriving at the border in march 2006 about 30 to 40 people arrive at the al waleed camp each week the unhcr reports the agency has been pursuing medical resettlement unhcr has helped resettle one family of eight with several sick children from this camp to norway last august another 11 medical cases submitted for resettlement are awaiting approval the agency said which is working to identify other medical cases and it is urging the resettlement of the entire group unhcr has sought solutions for the whole group since last year and has only received positive indications from sudan and chile the agency said thousands of palestinians have lived in iraq with some going there when israel was formed and others born there the unhcr notes that some got preferential treatment under the regime of former iraqi president saddam hussein but they have been the targets of violence since he was toppled email to a friend ,"un agency appeals for medical resettlement of palestinians in iraq camps 
about 2000 palestinians in camps along iraqsyria border 
30 to 40 refugees arrive at border camp each week unhcr says ",Three palestinians including two sick children have died recently while waiting for resettlement from iraq. About 2000 palestinian refugees are stranded in camps along the syrian border and face difficult living conditions including limited medical care. The agency has appealed for the resettlement of vulnerable and sick children in al waleed refugee camp.
